place_id	checkins	users_count	lat	lon
4f7363e3e4b042cc9669bcc4	30034.92857	2950.238095	24.74216329	46.7135679
4f7ee445e4b0ac821d1d7bff	20888.57895	2217.631579	24.73386835	46.76346868
4fa02174e4b0dc03c71dd15b	18115.33962	2653.207547	24.76843014	46.6104336
4fbdcbb8e4b09e81e67fd6ea	9633	1675	24.73384815	46.65045323
4fc71de9e4b05de357a4d2d0	11758	1732	24.79746028	46.66739138
4fd0b336e4b04bff8d5ba27e	297.1891892	51	24.52929173	46.71946272
4fe78e6be4b0b3b973f882c4	9295	1368	24.69330241	46.75524302
50109ceae4b0b0c9db2cee8d	30066.87097	3749.274194	24.74169606	46.61836524
501dc98de4b0cf97afcf26c9	11600	1664	24.70449804	46.77635193
505034cde4b05606210c0868	130790.3465	21544.40945	24.69911435	46.6902927
507c6210e4b076bc192f1072	3061.571429	1241	24.67535833	46.67138515
50b10a19e4b004e6d2ec4344	16005.10526	8643.596491	24.68699332	46.68148181
50b45217e4b03acff4f2bacd	15445	9287	24.68950298	46.6867974
50cce48ae4b0af44609d456a	9449	5204	24.76764867	46.75704262
5139fc8ae4b004aa50c9d237	996	610	24.74206862	46.68066117
51a25374498e8382043bd79f	9376.571429	6259.571429	24.69139505	46.67069199
51b0742e498efa39152a88ff	5415.903226	3500	24.80097168	46.74074463
51b71123498e9e19f9763314	13342.8125	3897.34375	24.75348813	46.6098967
520a84ca498ef0f4696218f5	15094	9903	24.72635952	46.65242347
524089dd11d211d467f61436	385	188	24.77183853	46.71960432
528767c111d2a9f79af8cc8a	9782.227273	5391.424242	24.79235033	46.63243241
528dd4c7498ea4889a7dfb14	3362.4	1469	24.69889309	46.68965588
528e563c498ece6d9c13cfb5	15069.73333	8479	24.70403891	46.70220496
52a8c3b311d2af9ade8e19f5	6448.4	2340.4	24.79083891	46.64874701
52b14373498e004fbc08f62d	6772.363636	4427.909091	24.71875583	46.65805654
52b497b2498efb2cad2d6b2b	3656.074074	1252	24.67613714	46.67648274
52e1bae911d2f8cd8845d3b4	7803.925373	4258.940299	24.69432188	46.683864
52efd23b11d2203926fb1514	11463	2954	24.67350536	46.62316535
531b496c11d2ad3e043d7c23	4890.085714	1961.028571	24.70154071	46.69631217
534bf554498ed7aa62e540db	5866	2972	24.71736769	46.65875423
537a1cec498e53b4751737c8	1606	1018.75	24.77181795	46.66903694
5389bf23498ed108270e7f87	2401	1630	24.69789693	46.68328348
5392bba3498ee0e5e0b5258f	7146.647059	2732.823529	24.78308021	46.72988538
53a47071498e183ecb19e0cf	12427.13542	5911.71875	24.76805842	46.71471943
53bef235498ef20ed9733a85	3842	2419	24.69288215	46.67462472
53caf27c498e5a7d7af8c239	1582.666667	1292.666667	24.7381869	46.64266729
53d400e8498edbfdf1a3040f	8974.2	5294	24.71295595	46.67318646
53f4ac57498e3bd97f602bb3	5645.36	3376.04	24.7001518	46.70468213
54208131498e537b40b2e6b8	1065	756	24.69807686	46.68702381
54301011498ef7f7cf53e7f1	242	12	24.69111988	46.75268542
543434a0498e92eb4a7edc7e	1362.76	532	24.80936994	46.73501726
547e1a04498e3f5770351032	2169	1541	24.78311264	46.66161111
54afd342498e564e8687f68b	739	539	24.80868674	46.73543275
54d0fb58498e0840028024ba	1411.257143	154	24.74506524	46.72413566
54db92da498ea26cb154c73b	941.5555556	752.8055556	24.70239459	46.70136511
55323915498e4134d6aebbc1	1976.459459	1566.202703	24.73670577	46.5748886
5540d43b498eccfc106a61f6	2006.942857	1566.742857	24.69726293	46.70308729
554cb3e3498e2bb20933dc54	351.8636364	321.8636364	24.7923126	46.63293657
5558568a498e982e87bccaa0	1289.615385	1058.730769	24.76825373	46.66128582
557339d4498eedcba9ec46e8	19	5	24.70506985	46.68502154
55930837498ebeb036794eaf	1228.612903	937.8387097	24.67447128	46.66835796
55c3580e498e110cb64902ed	603.6666667	513.9047619	24.78032517	46.66284084
55d63d73498eeae64dff98b8	316	273	24.78134072	46.66257287
561537b4498e1b3f7f50b46f	9	9	24.78103488	46.6968783
